Survived,Age,Fare,FamilySize,Embarked_C,Embarked_Q,Embarked_S,Sex_female,Sex_male,Pclass_1,Pclass_2,Pclass_3
0,0.8188021213717487,-0.09027201697708476,0,1,0,0,0,1,1,0,0
0,-0.42208338918216887,-0.5028639729296732,0,1,0,0,0,1,0,0,1
0,-2.038994812025152,2.4029901895877646,3,0,0,1,1,0,1,0,0
1,0.8188021213717487,-0.034313694348132716,0,0,0,1,0,1,1,0,0
1,1.5708539459498805,4.335332226633905,1,1,0,0,1,0,1,0,0
1,-0.5724937540977952,-0.49237782784290063,0,0,1,0,1,0,0,0,1
1,-0.3092756154954491,-0.18029017645086096,2,0,1,0,0,1,0,0,1
0,-0.7605067102423282,-0.6484216535389205,0,0,0,1,0,1,0,0,1
1,-0.08366006812200955,-0.3997582667846179,0,0,1,0,1,0,0,1,0
0,-0.3092756154954491,-0.4863374216869257,0,0,0,1,0,1,0,0,1
1,-2.1202164090795903,2.4029901895877646,3,0,0,1,0,1,1,0,0
1,0.4427762090826827,1.5841789061771412,0,1,0,0,1,0,1,0,0
1,-0.9109170751579546,1.5442457810799908,1,1,0,0,1,0,1,0,0
0,0.06675029679361683,-0.16518916106092355,1,1,0,0,0,1,0,1,0
1,0.06675029679361683,0.49782998024351216,0,1,0,0,1,0,1,0,0
1,-0.3844807979532623,1.0259447039291216,0,1,0,0,1,0,1,0,0
1,-0.8357118927001413,4.634416897040849,4,1,0,0,1,0,1,0,0
0,-0.23407043303763592,-0.12491978668775715,2,0,0,1,1,0,0,1,0
0,-0.08366006812200955,-0.4894421904510968,0,0,0,1,0,1,0,0,1
0,1.0444176687451883,-0.11988611489111134,2,0,0,1,0,1,0,1,0
1,-0.23407043303763592,-0.4902797934380587,0,0,0,1,1,0,0,0,1
1,-0.3844807979532623,-0.12491978668775715,1,0,0,1,1,0,0,1,0
0,1.8716746757811333,-0.36653603292675563,0,0,0,1,0,1,0,1,0
1,0.14195547925143,2.671117778445337,2,0,0,1,1,0,1,0,0
1,0.8188021213717487,2.059693773056521,2,1,0,0,1,0,1,0,0
0,-0.5348911628688886,-0.5024451714361923,0,0,0,1,0,1,0,0,1
0,-0.15886525057982273,-0.4894421904510968,0,0,0,1,0,1,0,0,1
1,0.06675029679361683,-0.3997582667846179,0,0,1,0,1,0,0,1,0
1,-0.5348911628688886,-0.06451572512800753,2,0,0,1,1,0,0,1,0
0,-0.3092756154954491,0.7519458402879414,10,0,0,1,0,1,0,0,1
1,0.5179813915404959,2.0825124140450755,0,1,0,0,1,0,1,0,0
0,2.3981109529858253,-0.5228315422126077,0,0,0,1,0,1,0,0,1
1,0.5179813915404959,-0.3866707201133388,0,0,0,1,1,0,0,1,0
1,0.14195547925143,-0.2351571990343002,2,0,0,1,1,0,0,0,1
1,-0.9861222576157678,0.5189714017894245,1,1,0,0,1,0,1,0,0
1,-0.5724937540977952,-0.18029017645086096,2,0,1,0,1,0,0,0,1
0,1.2324306248897212,-0.07458306872129913,0,0,0,1,0,1,1,0,0
0,0.6683917564561223,2.441497778832105,1,0,0,1,0,1,1,0,0
0,-0.9861222576157678,-0.2859972841804228,2,0,0,1,0,1,0,0,1
1,0.4427762090826827,2.042579288947925,1,0,0,1,1,0,1,0,0
0,-0.3092756154954491,-0.4894421904510968,0,0,0,1,0,1,0,0,1
0,-0.008454885664196365,0.6925485130875209,1,0,0,1,0,1,1,0,0
1,0.8940073038295618,2.059693773056521,0,1,0,0,1,0,1,0,0
1,1.1948280336608146,-0.4863374216869257,0,0,0,1,0,1,0,0,1
0,1.1948280336608146,0.06635974158478332,0,0,0,1,0,1,1,0,0
1,-2.038994812025152,-0.12491978668775715,2,0,0,1,0,1,0,1,0
1,-0.3844807979532623,4.647001076532463,5,0,0,1,1,0,1,0,0
0,-0.08366006812200955,-0.3866707201133388,0,0,0,1,0,1,0,1,0
0,-0.3092756154954491,-0.3866707201133388,0,0,0,1,0,1,0,1,0
0,0.5179813915404959,-0.3866707201133388,0,0,0,1,0,1,0,1,0
1,-0.3844807979532623,-0.3866707201133388,0,0,0,1,1,0,0,1,0
1,0.8188021213717487,-0.3866707201133388,0,0,0,1,1,0,0,1,0
1,-0.5724937540977952,-0.32425318983493084,1,0,0,1,1,0,0,0,1
1,-1.9637896295673392,-0.32828012727224753,2,0,0,1,0,1,0,0,1
0,0.969212486287375,-0.47400492578514347,0,0,0,1,0,1,0,0,1
0,-0.45968598041107545,-0.4626791642426904,0,0,0,1,0,1,0,0,1
0,0.8188021213717487,0.05629239799149171,0,0,0,1,0,1,1,0,0
0,-1.061327440073581,-0.5028639729296732,2,1,0,0,0,1,0,0,1
0,-0.3092756154954491,-0.29002422161773944,1,0,0,1,0,1,0,0,1
0,-0.3092756154954491,-0.5029485386158568,0,1,0,0,0,1,0,0,1
0,-0.08366006812200955,-0.45714212526638004,0,0,0,1,0,1,0,0,1
1,-0.5348911628688886,0.4589861417231558,1,0,0,1,1,0,1,0,0
0,0.6683917564561223,-0.3866707201133388,0,0,0,1,1,0,0,1,0
1,-0.5724937540977952,-0.48977642625839407,0,0,1,0,1,0,0,0,1
1,-0.5724937540977952,-0.48977642625839407,0,0,1,0,1,0,0,0,1
0,0.8188021213717487,-0.08666388103324908,5,0,0,1,0,1,0,0,1
0,-0.008454885664196365,-0.09027201697708476,1,1,0,0,0,1,0,1,0
0,1.1948280336608146,-0.3573908580066095,1,1,0,0,1,0,0,0,1
0,0.4427762090826827,-0.5064721088735089,0,0,0,1,0,1,0,0,1
0,-0.3092756154954491,-0.3363340021468808,1,0,1,0,0,1,0,0,1
0,0.06675029679361683,-0.5024451714361923,0,0,0,1,0,1,0,0,1
1,2.3229057705280125,0.8667135572514657,1,1,0,0,1,0,1,0,0
1,-0.5724937540977952,-0.5028639729296732,0,1,0,0,1,0,0,0,1
1,-0.5724937540977952,-0.49237782784290063,0,0,1,0,1,0,0,0,1
1,-0.3844807979532623,0.7469121684912956,0,1,0,0,1,0,1,0,0
1,-0.3092756154954491,0.4678796330534696,1,1,0,0,0,1,1,0,0
0,-0.8357118927001413,-0.5176307525123133,1,0,0,1,0,1,0,0,1
0,-0.7605067102423282,-0.4863374216869257,0,0,0,1,0,1,0,0,1
0,-0.5348911628688886,2.0825124140450755,0,1,0,0,0,1,1,0,0
0,-1.9637896295673392,-0.22408312108167944,4,0,0,1,1,0,0,0,1
1,0.4427762090826827,1.0060617003323709,1,1,0,0,1,0,1,0,0
1,-0.5348911628688886,-0.5024451714361923,0,0,0,1,1,0,0,0,1
0,-0.15886525057982273,3.610064686423428,2,1,0,0,0,1,1,0,0
0,-0.685301527784515,-0.5676312212027554,0,1,0,0,0,1,0,0,1
0,-0.7605067102423282,-0.4918744606632361,0,0,0,1,0,1,0,0,1
1,0.969212486287375,3.9327230485884233,0,1,0,0,1,0,1,0,0
1,-2.1141999944829655,-0.33146744825388363,2,1,0,0,1,0,0,0,1
0,0.2171606617092432,-0.4888542575852486,0,0,0,1,0,1,0,0,1
1,0.4427762090826827,0.39858208016340624,1,0,0,1,1,0,1,0,0
0,-0.3092756154954491,-0.4894421904510968,0,0,0,1,0,1,0,0,1
0,-0.8357118927001413,0.8314778546749452,0,0,0,1,0,1,0,1,0
0,-2.1141999944829655,0.2958951755118318,7,0,0,1,0,1,0,0,1
1,0.5179813915404959,-0.3866707201133388,0,0,0,1,1,0,0,1,0
0,-0.3092756154954491,-0.49279662933638163,0,0,1,0,0,1,0,0,1
1,-0.9109170751579546,-0.40680540729992204,0,1,0,0,1,0,0,1,0
1,0.5179813915404959,1.7677408088510642,3,0,0,1,0,1,1,0,0
1,-0.6100963453267019,-0.49145565916975514,0,0,0,1,0,1,0,0,1
0,-0.08366006812200955,-0.4888542575852486,2,0,0,1,0,1,0,0,1
1,-0.45968598041107545,1.6323350375212924,1,1,0,0,1,0,1,0,0
1,-0.3844807979532623,-0.312172377522981,2,0,0,1,1,0,0,0,1
0,-0.5348911628688886,-0.49145565916975514,0,0,0,1,0,1,0,0,1
0,0.14195547925143,-0.4902797934380587,0,0,0,1,1,0,0,0,1
0,1.2700332161186279,-0.12491978668775715,0,0,0,1,0,1,0,1,0
0,-0.45968598041107545,-0.43700743807979686,0,0,0,1,0,1,0,1,0
1,-0.08366006812200955,-0.393717860628643,0,0,0,1,1,0,0,1,0
1,0.7435969389139355,-0.4888542575852486,0,0,0,1,0,1,0,0,1
0,-0.23407043303763592,-0.4863374216869257,0,0,0,1,0,1,0,0,1
0,-0.6100963453267019,-0.4505983519307405,1,0,0,1,1,0,0,0,1
0,-0.08366006812200955,-0.32928686163157667,1,0,0,1,0,1,0,0,1
0,-0.685301527784515,-0.47400492578514347,0,0,0,1,1,0,0,0,1
0,0.36757102662486957,-0.22559322262067316,1,0,0,1,0,1,0,1,0
0,1.6460591284076938,-0.49237782784290063,0,0,0,1,0,1,0,0,1
1,-1.9637896295673392,-0.2708962687904854,2,0,0,1,0,1,0,1,0
0,-0.6100963453267019,-0.4918744606632361,0,0,0,1,0,1,0,0,1
0,-0.5724937540977952,-0.13565761536436197,4,0,0,1,1,0,0,0,1
0,-0.3092756154954491,-0.4894421904510968,0,0,0,1,0,1,0,0,1
0,-0.3092756154954491,-0.5103319284071769,0,0,1,0,0,1,0,0,1
1,0.29236584416705635,1.163700193253568,1,0,1,0,1,0,1,0,0
0,0.06675029679361683,-0.6484216535389205,0,0,0,1,0,1,0,1,0
1,1.1196228512030013,-0.4888542575852486,0,0,0,1,0,1,0,0,1
0,-0.5724937540977952,-0.4863374216869257,0,0,0,1,1,0,0,0,1
1,0.36757102662486957,0.005955680025033696,2,0,0,1,1,0,0,1,0
1,-0.8357118927001413,-0.3866707201133388,2,0,0,1,1,0,0,1,0
0,0.06675029679361683,-0.3866707201133388,0,0,0,1,0,1,0,1,0
0,-1.437353352362647,-0.1621689579829361,2,0,0,1,1,0,0,0,1
0,-0.3092756154954491,-0.4894421904510968,0,1,0,0,0,1,0,0,1
0,-0.6100963453267019,-0.49271407711891657,0,0,1,0,0,1,0,0,1
0,-0.008454885664196365,-0.4898609919445778,0,0,0,1,0,1,0,0,1
0,-0.08366006812200955,-0.35848215805212236,2,0,0,1,1,0,0,0,1
0,-0.8357118927001413,-0.2414492887801075,2,0,0,1,0,1,0,0,1
0,-0.3092756154954491,-0.5024451714361923,0,0,0,1,0,1,0,0,1
1,-0.08366006812200955,-0.12491978668775715,1,0,0,1,1,0,0,1,0
1,-0.7605067102423282,-0.12491978668775715,0,0,0,1,1,0,0,1,0
0,-0.3092756154954491,-0.49237782784290063,0,0,1,0,0,1,0,0,1
1,0.2171606617092432,-0.4863374216869257,0,0,0,1,0,1,0,0,1
1,-0.08366006812200955,-0.11384570873513637,0,0,0,1,0,1,1,0,0
1,-0.5724937540977952,-0.32425318983493084,1,0,0,1,1,0,0,0,1
1,0.969212486287375,-0.12491978668775715,1,0,0,1,1,0,0,1,0
0,-0.9109170751579546,-0.5049620073345151,0,0,0,1,0,1,0,0,1
0,1.5708539459498805,0.4771073601910807,1,0,0,1,0,1,1,0,0
1,-1.136532622531394,1.7677408088510642,3,0,0,1,1,0,1,0,0
0,-0.6100963453267019,0.04370821849987721,4,0,0,1,1,0,0,0,1
1,-0.3844807979532623,-0.2708962687904854,5,0,0,1,1,0,0,1,0
0,2.623726500359265,4.647001076532463,5,0,0,1,0,1,1,0,0
0,0.14195547925143,-0.43700743807979686,0,0,0,1,0,1,0,1,0
1,1.1948280336608146,-0.11988611489111134,2,0,0,1,1,0,0,1,0
0,-0.685301527784515,-0.45714212526638004,0,0,0,1,0,1,0,0,1
0,-0.3092756154954491,-0.4918744606632361,1,0,0,1,0,1,0,0,1
1,-0.08366006812200955,-0.3866707201133388,0,0,0,1,1,0,0,1,0
1,-0.3092756154954491,-0.48507900373776425,0,0,0,1,0,1,0,0,1
1,-1.8885844471095259,0.9997696105865636,2,0,0,1,0,1,1,0,0
1,-1.2117378049892074,-0.255795253400548,1,0,0,1,1,0,0,1,0
1,0.36757102662486957,-0.11384570873513637,0,0,0,1,0,1,1,0,0
1,-1.8133792646517128,-0.26066180729354516,3,1,0,0,1,0,0,0,1
1,1.7212643108655068,-0.034313694348132716,0,0,0,1,0,1,1,0,0
0,0.5179813915404959,-0.08968408411123653,3,0,0,1,0,1,0,1,0
0,-0.3092756154954491,-0.2463983948905696,1,0,0,1,0,1,0,0,1
0,0.06675029679361683,-0.08968408411123653,0,1,0,0,0,1,1,0,0
1,1.4956487634920672,1.145663540471827,1,1,0,0,0,1,1,0,0
0,-0.3092756154954491,-0.4863374216869257,0,0,0,1,0,1,0,0,1
1,-0.008454885664196365,-0.4894421904510968,0,1,0,0,0,1,0,0,1
0,2.6989316828170784,-0.11384570873513637,0,0,0,1,0,1,1,0,0
1,0.4427762090826827,0.395813560675251,1,0,0,1,1,0,1,0,0
1,1.5708539459498805,-0.43700743807979686,0,0,0,1,1,0,0,1,0
0,-0.3092756154954491,-0.49237782784290063,0,0,1,0,0,1,0,0,1
1,1.4204435810342542,-0.11384570873513637,0,0,0,1,0,1,1,0,0
0,0.36757102662486957,-0.4863374216869257,0,0,0,1,0,1,0,0,1
0,1.345238398576441,0.12676380314453292,0,0,0,1,0,1,1,0,0
0,1.4204435810342542,-0.3866707201133388,0,0,0,1,0,1,0,1,0
0,-0.3092756154954491,-0.4863374216869257,0,0,0,1,0,1,0,0,1
0,0.6683917564561223,-0.5064721088735089,0,0,0,1,0,1,0,0,1
0,0.06675029679361683,-0.6484216535389205,0,0,0,1,0,1,0,1,0
0,2.0220850406967594,-0.11384570873513637,0,0,0,1,0,1,1,0,0
0,-0.3092756154954491,-0.4928811950225652,0,0,1,0,0,1,0,0,1
1,-2.1330012900974187,-0.26066180729354516,3,1,0,0,1,0,0,0,1
0,-0.3092756154954491,-0.5024451714361923,0,0,0,1,0,1,0,0,1
0,0.6683917564561223,-0.47400492578514347,0,0,0,1,0,1,0,0,1
1,0.29236584416705635,-0.08968408411123653,3,0,0,1,1,0,0,1,0
1,-0.45968598041107545,-0.3707300882677209,0,1,0,0,1,0,0,1,0
0,-0.5348911628688886,-0.45034666834090825,0,0,0,1,1,0,0,0,1
0,0.8188021213717487,0.39858208016340624,0,0,0,1,0,1,1,0,0
0,0.36757102662486957,-0.22559322262067316,1,0,0,1,0,1,0,1,0
0,-0.008454885664196365,-0.5065566745596926,1,0,0,1,0,1,0,0,1
0,-0.5348911628688886,-0.4969926981460655,0,0,0,1,0,1,0,0,1
1,-2.038994812025152,-0.4010166847337793,1,0,0,1,1,0,0,0,1
0,-1.51255853482046,0.2958951755118318,7,0,0,1,0,1,0,0,1
0,0.06675029679361683,-0.6484216535389205,0,0,0,1,0,1,0,1,0
0,1.5708539459498805,-0.4863374216869257,0,0,0,1,0,1,0,0,1
1,2.548521317901452,-0.455380340137554,0,0,0,1,1,0,0,0,1
1,-0.3092756154954491,1.1854295476653287,1,1,0,0,0,1,1,0,0
0,-0.5724937540977952,-0.13565761536436197,4,0,0,1,1,0,0,0,1
1,0.4427762090826827,1.163700193253568,1,0,0,1,1,0,1,0,0
0,2.172495405612386,-0.05042144409739929,0,1,0,0,0,1,1,0,0
0,0.06675029679361683,-0.4863374216869257,0,0,0,1,0,1,0,0,1
1,-1.51255853482046,-0.32828012727224753,2,0,0,1,0,1,0,0,1
0,-0.3092756154954491,-0.2463983948905696,1,0,0,1,0,1,0,0,1
0,-0.6100963453267019,-0.5024451714361923,0,0,0,1,0,1,0,0,1
0,1.9468798582389464,-0.034313694348132716,0,0,0,1,0,1,1,0,0
0,3.1501627775639576,0.3483299278831318,0,1,0,0,0,1,1,0,0
0,-0.6100963453267019,-0.4863374216869257,0,0,0,1,0,1,0,0,1
0,-0.3092756154954491,-0.3573083057891445,0,1,0,0,0,1,0,0,1
1,1.8716746757811333,0.9274538680872313,1,1,0,0,1,0,1,0,0
0,-0.3092756154954491,-0.3443878770215141,0,0,0,1,0,1,0,0,1
0,-0.3092756154954491,2.4029901895877646,3,0,0,1,1,0,1,0,0
0,-0.3844807979532623,-0.49145565916975514,0,0,0,1,0,1,0,0,1
0,-0.9109170751579546,-0.47400492578514347,0,0,0,1,0,1,0,0,1
0,-0.6100963453267019,-0.49237782784290063,0,0,1,0,1,0,0,0,1
0,-0.5724937540977952,-0.4948100980550399,0,0,1,0,1,0,0,0,1
0,0.5931865739983091,-0.455380340137554,0,0,0,1,1,0,0,0,1
1,-0.9861222576157678,1.093228788100527,0,0,0,1,1,0,1,0,0
0,-0.8357118927001413,1.5442457810799908,1,1,0,0,0,1,1,0,0
1,0.29236584416705635,-0.12491978668775715,2,0,0,1,1,0,0,1,0
1,0.8188021213717487,-0.11384570873513637,0,0,0,1,0,1,1,0,0
0,-0.08366006812200955,-0.1948878246611338,0,0,0,1,0,1,0,0,1
1,-0.23407043303763592,0.48910360681684706,0,0,0,1,0,1,0,0,1
1,-0.008454885664196365,-0.49237782784290063,0,0,1,0,0,1,0,0,1
0,-0.3092756154954491,-0.4863374216869257,0,0,0,1,0,1,0,0,1
1,0.5179813915404959,-0.11913106412161445,0,0,0,1,0,1,1,0,0
1,1.8716746757811333,0.5475787653441219,1,1,0,0,1,0,1,0,0
0,-0.3844807979532623,-0.4974960653257301,0,0,0,1,0,1,0,0,1
0,1.345238398576441,0.036576512298389464,0,0,0,1,0,1,1,0,0
1,0.36757102662486957,-0.43700743807979686,0,0,0,1,1,0,0,1,0
0,-0.3092756154954491,-0.1621689579829361,0,0,1,0,0,1,0,0,1
1,0.5179813915404959,-0.12491978668775715,1,0,0,1,1,0,0,1,0
0,0.2171606617092432,-0.4894421904510968,0,0,0,1,0,1,0,0,1
1,0.06675029679361683,1.2341715984066093,0,0,0,1,1,0,1,0,0
0,-0.5348911628688886,-0.4894421904510968,0,0,0,1,0,1,0,0,1
0,-0.3092756154954491,-0.5029485386158568,0,1,0,0,0,1,0,0,1
1,1.1196228512030013,0.5189714017894245,1,1,0,0,1,0,1,0,0
0,-0.3092756154954491,-0.5028639729296732,0,1,0,0,0,1,0,0,1
0,0.8564047126006552,-0.49237782784290063,0,0,1,0,0,1,0,0,1
1,1.5708539459498805,-0.43700743807979686,0,0,0,1,1,0,0,1,0
0,0.8188021213717487,3.817033162951754,0,0,0,1,0,1,1,0,0
0,0.7435969389139355,-0.4888542575852486,0,0,0,1,0,1,0,0,1
0,-0.45968598041107545,-0.41687275089321363,3,0,0,1,0,1,0,1,0
1,-2.038994812025152,-0.12491978668775715,2,0,0,1,1,0,0,1,0
0,-0.3092756154954491,-0.5028639729296732,0,1,0,0,0,1,0,0,1
0,-0.9109170751579546,-0.5028639729296732,2,1,0,0,0,1,0,0,1
1,-0.5724937540977952,-0.19824427701513722,2,1,0,0,1,0,0,0,1
0,0.06675029679361683,-0.47400492578514347,0,0,0,1,1,0,0,0,1
1,-1.6629688997360863,-0.11988611489111134,2,0,0,1,1,0,0,1,0
0,1.1948280336608146,-0.11384570873513637,0,0,0,1,0,1,1,0,0
1,0.06675029679361683,1.4944124302931971,0,1,0,0,1,0,1,0,0
0,-0.3092756154954491,-0.35646868933346404,0,0,0,1,0,1,0,0,1
1,-0.5348911628688886,0.3482453621969482,2,1,0,0,1,0,1,0,0
1,0.5179813915404959,0.7811411367084872,2,0,0,1,1,0,1,0,0
0,-1.51255853482046,-0.01870931177853076,6,0,0,1,1,0,0,0,1
0,-1.3621481699048337,-0.01870931177853076,6,0,0,1,1,0,0,0,1
1,0.2171606617092432,-0.12491978668775715,1,0,0,1,0,1,0,1,0
0,1.5708539459498805,1.4944124302931971,1,1,0,0,0,1,1,0,0
0,2.623726500359265,-0.12491978668775715,0,0,0,1,0,1,1,0,0
1,-0.7605067102423282,-0.12491978668775715,1,0,0,1,1,0,0,1,0
1,0.06675029679361683,-0.3693045524149108,0,1,0,0,0,1,0,1,0
0,0.29236584416705635,-0.2351571990343002,2,0,0,1,0,1,0,0,1
1,-1.5877637172782733,0.09152810056801232,2,0,0,1,0,1,0,1,0
1,-0.9109170751579546,1.5841789061771412,2,1,0,0,0,1,1,0,0
0,-0.15886525057982273,-0.12491978668775715,0,0,0,1,0,1,0,1,0
0,-0.3092756154954491,-0.49078316061772326,0,0,1,0,0,1,0,0,1
1,-0.5348911628688886,-0.5029485386158568,0,1,0,0,0,1,0,0,1
1,-0.5348911628688886,-0.4918744606632361,0,0,0,1,1,0,0,0,1
0,2.4733161354436386,-0.11384570873513637,0,0,0,1,0,1,1,0,0
1,1.4204435810342542,0.1489119590497745,1,1,0,0,1,0,1,0,0
0,0.8188021213717487,3.9327230485884233,0,1,0,0,0,1,1,0,0
1,0.7435969389139355,0.955306180872432,2,0,0,1,1,0,1,0,0
1,0.5179813915404959,-0.29807809649237277,1,0,0,1,1,0,0,0,1
0,-0.3092756154954491,-0.49237782784290063,0,0,1,0,0,1,0,0,1
0,0.8188021213717487,-0.4894421904510968,0,0,0,1,0,1,0,0,1
0,-0.08366006812200955,-0.3766033765200472,0,0,0,1,0,1,0,1,0
0,-0.3092756154954491,-0.4863374216869257,0,0,0,1,0,1,0,0,1
0,-0.5724937540977952,-0.4863374216869257,0,0,0,1,1,0,0,0,1
0,-0.3844807979532623,-0.1621689579829361,2,0,0,1,0,1,0,0,1
0,-0.7605067102423282,-0.4894421904510968,0,0,0,1,0,1,0,0,1
0,-0.008454885664196365,-0.22408312108167944,4,0,0,1,1,0,0,0,1
0,-0.3092756154954491,-0.5028639729296732,0,1,0,0,0,1,0,0,1
1,0.2171606617092432,-0.4902797934380587,0,0,0,1,0,1,0,0,1
1,2.4733161354436386,-0.43700743807979686,0,0,0,1,0,1,0,1,0
1,1.79646949332332,0.38809593507663365,2,0,0,1,1,0,1,0,0
1,0.5179813915404959,-0.11711759540295616,0,0,0,1,0,1,1,0,0
1,-0.5724937540977952,-0.49237782784290063,0,0,1,0,1,0,0,0,1
0,-0.9861222576157678,-0.4863374216869257,0,0,0,1,0,1,0,0,1
0,-0.7605067102423282,-0.35646868933346404,0,0,0,1,0,1,0,0,1
1,0.36757102662486957,-0.3866707201133388,0,0,0,1,1,0,0,1,0
1,0.7435969389139355,0.4771073601910807,1,0,0,1,1,0,1,0,0
0,-0.5724937540977952,-0.3573083057891445,1,1,0,0,1,0,0,0,1
1,0.2171606617092432,-0.4888542575852486,0,0,0,1,0,1,0,0,1
1,-0.3092756154954491,-0.04438103794142432,2,0,0,1,1,0,0,1,0
1,0.7435969389139355,1.5841789061771412,2,1,0,0,1,0,1,0,0
0,1.8716746757811333,-0.12491978668775715,0,0,0,1,0,1,0,1,0
0,0.5179813915404959,0.15948266982273065,0,1,0,0,0,1,1,0,0
0,-0.3092756154954491,-0.47299819142581434,0,1,0,0,0,1,0,0,1
1,-0.8357118927001413,0.955306180872432,2,0,0,1,1,0,1,0,0
0,1.345238398576441,-0.3464013457401724,0,0,0,1,0,1,0,1,0
1,2.3229057705280125,0.9462455716384695,2,1,0,0,0,1,1,0,0
0,-0.5348911628688886,-0.4863374216869257,0,0,0,1,0,1,0,0,1
0,-0.3092756154954491,-0.4863374216869257,0,0,0,1,0,1,0,0,1
0,0.4427762090826827,-0.5049620073345151,0,0,0,1,0,1,0,0,1
1,1.7212643108655068,0.9274538680872313,1,1,0,0,1,0,1,0,0
